Napló azon.	Időpont	Óra	Mérés	Szakasz	Mérés sorozat megnevezése	Szonda	Páratartalom [%]	Hőmérséklet [°C]	D1	D2	D3	D4	D5	D6	D7	D8	L1	L2	L3	L4	L5	L6	L7	L8	Méretszám	Idő különbség [perc]	Megerősített?
86999	2018.08.20. 16:46:09	16	6	6/10	Diab.virg/5	V344	51	33,33	0	0	0	57	2860	785	0	0	2860	785	57	0	0	0	0	0	3702	37,4	1
86998	2018.08.20. 16:08:48	16	6	6/10	Diab.virg/5	V344	51	33,42	6	3	16	17	1399	1945	0	48	1945	1399	48	17	16	6	3	0	3434	1,1	1
86997	2018.08.20. 16:07:43	16	6	6/10	Diab.virg/5	V344	51	33,36	1	3	5	4	0	36	3440	169	3440	169	36	5	4	3	1	0	3658	177,3	1
87114	2018.08.20. 15:40:07	15	5	5/10	Diab.virg/4	V310	52	33,68	0	0	2086	449	0	0	0	0	2086	449	0	0	0	0	0	0	2535	259,2	1
87206	2018.08.20. 15:36:38	15	4	4/16	Diab.virg/3	V330	46	34,72	0	0	2848	1026	0	1	9	4	2848	1026	9	4	1	0	0	0	3888	44,4	0
87205	2018.08.20. 14:52:14	14	4	4/16	Diab.virg/3	V330	45	39,92	0	0	1	0	0	1316	1	0	1316	1	1	0	0	0	0	0	1318	47,8	0
87204	2018.08.20. 14:04:28	14	4	4/16	Diab.virg/3	V330	45	45,52	0	0	0	1379	0	25	34	8	1379	34	25	8	0	0	0	0	1446	11,8	0
87203	2018.08.20. 13:52:42	13	4	4/16	Diab.virg/3	V330	46	44,38	19	2	0	841	0	4	2	5	841	19	5	4	2	2	0	0	873	125,3	0
86996	2018.08.20. 13:10:24	13	6	6/10	Diab.virg/5	V344	50	36,5	0	0	0	6	2199	4475	17	0	4475	2199	17	6	0	0	0	0	6697	70,8	1
86995	2018.08.20. 11:59:38	11	6	6/10	Diab.virg/5	V344	51	33,66	0	0	0	0	2186	3573	0	0	3573	2186	0	0	0	0	0	0	5759	163,2	1
87202	2018.08.20. 11:47:23	11	4	4/16	Diab.virg/3	V330	47	43,29	255	488	1701	2923	1939	1464	487	218	2923	1939	1701	1464	488	487	255	218	9475	8,7	0
87201	2018.08.20. 11:38:44	11	4	4/16	Diab.virg/3	V330	47	42,39	149	234	643	1237	1286	1084	326	123	1286	1237	1084	643	326	234	149	123	5082	13,6	0
87200	2018.08.20. 11:25:09	11	4	4/16	Diab.virg/3	V330	48	41,22	0	0	0	0	145	1191	1233	0	1233	1191	145	0	0	0	0	0	2569	2	1
87199	2018.08.20. 11:23:09	11	4	4/16	Diab.virg/3	V330	48	41,22	11	55	256	439	239	274	125	47	439	274	256	239	125	55	47	11	1446	4	0
87113	2018.08.20. 11:20:56	11	5	5/10	Diab.virg/4	V310	54	33,71	666	914	1175	1278	1170	1121	1164	936	1278	1175	1170	1164	1121	936	914	666	8424	29,3	0
87198	2018.08.20. 11:19:11	11	4	4/16	Diab.virg/3	V330	48	40,89	16	70	527	1271	656	273	115	60	1271	656	527	273	115	70	60	16	2988	11,8	0
87197	2018.08.20. 11:07:26	11	4	4/16	Diab.virg/3	V330	48	40,47	15	146	747	1673	1496	1050	283	46	1673	1496	1050	747	283	146	46	15	5456	28,4	0
87112	2018.08.20. 10:51:38	10	5	5/10	Diab.virg/4	V310	53	32,21	4	15	9	3	0	915	1691	0	1691	915	15	9	4	3	0	0	2637	35,4	1
87196	2018.08.20. 10:39:05	10	4	4/16	Diab.virg/3	V330	48	38,59	0	0	0	0	1568	0	9	6	1568	9	6	0	0	0	0	0	1583	19,2	0
87195	2018.08.20. 10:19:51	10	4	4/16	Diab.virg/3	V330	49	37,1	17	52	48	2050	47	6	0	1	2050	52	48	47	17	6	1	0	2221	6,5	0
87111	2018.08.20. 10:16:15	10	5	5/10	Diab.virg/4	V310	53	29,8	0	0	0	2056	0	0	0	0	2056	0	0	0	0	0	0	0	2056	35,6	1
87194	2018.08.20. 10:13:20	10	4	4/16	Diab.virg/3	V330	49	36,33	5	1	0	0	1556	41	4	3	1556	41	5	4	3	1	0	0	1610	5,4	0
87193	2018.08.20. 10:07:54	10	4	4/16	Diab.virg/3	V330	49	36	1	0	4	0	1853	1228	0	0	1853	1228	4	1	0	0	0	0	3086	85	1
87110	2018.08.20. 09:40:39	9	5	5/10	Diab.virg/4	V310	53	28,06	0	0	0	0	970	1718	0	0	1718	970	0	0	0	0	0	0	2688	8,6	1
87109	2018.08.20. 09:32:03	9	5	5/10	Diab.virg/4	V310	53	27,73	0	1432	717	0	4	11	8	2	1432	717	11	8	4	2	0	0	2174	11,5	1
87108	2018.08.20. 09:20:36	9	5	5/10	Diab.virg/4	V310	53	27,26	0	0	0	884	2323	0	0	0	2323	884	0	0	0	0	0	0	3207	5,9	1
86994	2018.08.20. 09:16:25	9	6	6/10	Diab.virg/5	V344	52	27,76	0	0	0	1208	2631	71	0	0	2631	1208	71	0	0	0	0	0	3910	41,8	1
87099	2018.08.20. 09:14:43	9	5	5/10	Diab.virg/4	V310	53	26,89	0	0	0	1247	0	0	0	0	1247	0	0	0	0	0	0	0	1247	1,1	1
87098	2018.08.20. 09:13:38	9	5	5/10	Diab.virg/4	V310	53	26,89	0	0	288	1811	0	0	0	3	1811	288	3	0	0	0	0	0	2102	6,4	1
87097	2018.08.20. 09:07:13	9	5	5/10	Diab.virg/4	V310	53	26,44	0	0	0	1967	260	0	0	0	1967	260	0	0	0	0	0	0	2227	8,3	1
87096	2018.08.20. 08:58:57	8	5	5/10	Diab.virg/4	V310	53	25,9	0	0	0	95	2303	727	0	0	2303	727	95	0	0	0	0	0	3125	12,4	1
87095	2018.08.20. 08:46:35	8	5	5/10	Diab.virg/4	V310	53	25,06	0	0	0	0	1144	2154	6	0	2154	1144	6	0	0	0	0	0	3304	36,1	1
87192	2018.08.20. 08:42:52	8	4	4/16	Diab.virg/3	V330	51	33,73	0	0	0	0	0	1564	64	0	1564	64	0	0	0	0	0	0	1628	5,3	0
87191	2018.08.20. 08:37:34	8	4	4/16	Diab.virg/3	V330	51	33,18	5	28	157	205	2917	338	91	19	2917	338	205	157	91	28	19	5	3760	27,1	0
86993	2018.08.20. 08:34:35	8	6	6/10	Diab.virg/5	V344	52	24,46	0	0	0	0	80	2246	1630	0	2246	1630	80	0	0	0	0	0	3956	804,9	1
87094	2018.08.20. 08:10:31	8	5	5/9	Diab.virg/4	V310	53	22,44	0	0	0	1	132	1312	1174	60	1312	1174	132	60	1	0	0	0	2679	17,3	1
87190	2018.08.20. 08:10:28	8	4	4/15	Diab.virg/3	V330	52	30,88	13	166	475	1520	208	80	11	4	1520	475	208	166	80	13	11	4	2477	1,9	0
87189	2018.08.20. 08:08:35	8	4	4/15	Diab.virg/3	V330	52	30,42	21	73	156	209	1480	2098	204	125	2098	1480	209	204	156	125	73	21	4366	11,8	0
87188	2018.08.20. 07:56:46	7	4	4/15	Diab.virg/3	V330	52	28,75	0	0	166	1430	629	3	1	0	1430	629	166	3	1	0	0	0	2229	724,5	1
87093	2018.08.20. 07:53:13	7	5	5/9	Diab.virg/4	V310	52	21,36	4	0	0	0	1411	0	0	0	1411	4	0	0	0	0	0	0	1415	16	1
87092	2018.08.20. 07:37:16	7	5	5/9	Diab.virg/4	V310	52	20,22	0	0	0	31	1915	1976	0	0	1976	1915	31	0	0	0	0	0	3922	519,9	1
86741	2018.08.19. 22:57:20	22	5	5/9	Diab.virg/4	V310	52	19,08	2	0	366	3286	0	1	0	1	3286	366	2	1	1	0	0	0	3656	115,2	1
86740	2018.08.19. 21:02:08	21	5	5/9	Diab.virg/4	V310	52	21,42	0	0	2147	1417	1	0	1	1	2147	1417	1	1	1	0	0	0	3567	21,5	1
86739	2018.08.19. 20:40:38	20	5	5/9	Diab.virg/4	V310	52	22,31	4	3	3	4	784	3225	0	4	3225	784	4	4	4	3	3	0	4027	126,3	1
86801	2018.08.19. 19:52:15	19	4	4/15	Diab.virg/3	V330	47	24,58	0	0	0	0	0	824	0	0	824	0	0	0	0	0	0	0	824	63,3	0
86755	2018.08.19. 19:09:43	19	6	6/9	Diab.virg/5	V344	51	30,17	3	3	0	0	0	3373	844	0	3373	844	3	3	0	0	0	0	4223	43,2	1
86800	2018.08.19. 18:48:59	18	4	4/15	Diab.virg/3	V330	46	31,49	3	4	0	0	132	3250	453	0	3250	453	132	4	3	0	0	0	3842	20,9	1
86738	2018.08.19. 18:34:22	18	5	5/9	Diab.virg/4	V310	53	34,1	0	0	0	0	0	1317	0	0	1317	0	0	0	0	0	0	0	1317	114,5	1
86799	2018.08.19. 18:28:08	18	4	4/15	Diab.virg/3	V330	46	33,92	1	0	148	907	0	0	1	3	907	148	3	1	1	0	0	0	1060	25,6	0
86754	2018.08.19. 18:26:29	18	6	6/9	Diab.virg/5	V344	51	32,08	0	0	3	8	593	2265	121	0	2265	593	121	8	3	0	0	0	2990	361,7	1
86798	2018.08.19. 18:02:32	18	4	4/15	Diab.virg/3	V330	46	36,04	0	2	3	0	0	84	962	0	962	84	3	2	0	0	0	0	1051	12,2	0
86797	2018.08.19. 17:50:22	17	4	4/15	Diab.virg/3	V330	46	35,48	4	4	4	0	6	290	1445	3	1445	290	6	4	4	4	3	0	1756	7,5	1
86796	2018.08.19. 17:42:55	17	4	4/15	Diab.virg/3	V330	45	35,72	6	5	1	2	2	1703	8	14	1703	14	8	6	5	2	2	1	1741	39,8	0
86795	2018.08.19. 17:03:06	17	4	4/15	Diab.virg/3	V330	46	35,84	0	1	1	3	2085	71	4	6	2085	71	6	4	3	1	1	0	2171	8,9	0
86794	2018.08.19. 16:54:13	16	4	4/15	Diab.virg/3	V330	46	36,17	1	0	0	901	6	13	2	1	901	13	6	2	1	1	0	0	924	3,8	0
86793	2018.08.19. 16:50:24	16	4	4/15	Diab.virg/3	V330	46	36,24	4	0	2	0	0	1328	0	3	1328	4	3	2	0	0	0	0	1337	10,2	0
86792	2018.08.19. 16:40:14	16	4	4/15	Diab.virg/3	V330	46	36,39	2	3	0	0	0	251	1157	0	1157	251	3	2	0	0	0	0	1413	13,1	1
86712	2018.08.19. 16:39:50	16	5	5/9	Diab.virg/4	V310	57	40,6	0	0	0	0	1562	0	0	0	1562	0	0	0	0	0	0	0	1562	54,1	1
86791	2018.08.19. 16:27:09	16	4	4/15	Diab.virg/3	V330	46	37,4	5	5	8	7	10	1620	1615	4	1620	1615	10	8	7	5	5	4	3274	38,6	1
86790	2018.08.19. 15:48:34	15	4	4/15	Diab.virg/3	V330	46	37,61	2	0	1	0	2	2	0	1067	1067	2	2	2	1	0	0	0	1074	18,5	0
86711	2018.08.19. 15:45:43	15	5	5/9	Diab.virg/4	V310	54	38,29	639	2039	2390	2381	2973	2011	934	283	2973	2390	2381	2039	2011	934	639	283	13650	137,4	0
86789	2018.08.19. 15:30:06	15	4	4/15	Diab.virg/3	V330	46	38,45	11	6	11	9	4	17	1628	52	1628	52	17	11	11	9	6	4	1738	17,7	0
86788	2018.08.19. 15:12:22	15	4	4/15	Diab.virg/3	V330	46	39,26	6	3	2	2	4	1336	3	2	1336	6	4	3	3	2	2	2	1358	6,5	0
86787	2018.08.19. 15:05:52	15	4	4/15	Diab.virg/3	V330	46	39,4	0	0	0	1114	42	0	0	2	1114	42	2	0	0	0	0	0	1158	61,1	0
86786	2018.08.19. 14:04:45	14	4	4/15	Diab.virg/3	V330	47	42,11	0	0	1924	0	1	3	1	3	1924	3	3	1	1	0	0	0	1932	105	0
86710	2018.08.19. 13:28:20	13	5	5/9	Diab.virg/4	V310	57	39,87	331	454	571	601	550	519	512	385	601	571	550	519	512	454	385	331	3923	80	0
86753	2018.08.19. 12:24:45	12	6	6/9	Diab.virg/5	V344	51	34,41	0	0	0	0	4033	526	0	0	4033	526	0	0	0	0	0	0	4559	112,1	1
86785	2018.08.19. 12:19:44	12	4	4/15	Diab.virg/3	V330	48	41,29	2	0	0	0	256	1041	0	0	1041	256	2	0	0	0	0	0	1299	3,8	0
86784	2018.08.19. 12:15:57	12	4	4/15	Diab.virg/3	V330	48	40,81	85	224	776	1256	300	142	60	35	1256	776	300	224	142	85	60	35	2878	8,9	0
86708	2018.08.19. 12:08:20	12	5	5/9	Diab.virg/4	V310	57	35,92	774	1344	1360	1285	1418	654	232	113	1418	1360	1344	1285	774	654	232	113	7180	15,7	0
86783	2018.08.19. 12:07:05	12	4	4/15	Diab.virg/3	V330	49	39,83	10	0	10	6	0	431	531	0	531	431	10	10	6	0	0	0	988	3,6	0
86782	2018.08.19. 12:03:32	12	4	4/15	Diab.virg/3	V330	49	39,36	0	0	0	0	0	15	2615	3	2615	15	3	0	0	0	0	0	2633	27,9	0
86707	2018.08.19. 11:52:41	11	5	5/9	Diab.virg/4	V310	56	34,92	0	0	0	0	1340	2261	0	0	2261	1340	0	0	0	0	0	0	3601	31,3	1
86781	2018.08.19. 11:35:40	11	4	4/15	Diab.virg/3	V330	49	38,7	84	198	986	1379	934	444	97	36	1379	986	934	444	198	97	84	36	4158	3,2	0
86780	2018.08.19. 11:32:27	11	4	4/15	Diab.virg/3	V330	49	38,38	33	64	342	1032	780	375	107	31	1032	780	375	342	107	64	33	31	2764	88,3	0
86706	2018.08.19. 11:21:23	11	5	5/9	Diab.virg/4	V310	56	33,14	0	0	2446	0	0	0	0	0	2446	0	0	0	0	0	0	0	2446	41	1
86705	2018.08.19. 10:40:21	10	5	5/9	Diab.virg/4	V310	55	30,33	0	0	0	1568	0	0	0	0	1568	0	0	0	0	0	0	0	1568	2	1
86670	2018.08.19. 10:38:24	10	5	5/9	Diab.virg/4	V310	55	30,09	0	0	0	0	1381	0	0	0	1381	0	0	0	0	0	0	0	1381	56,1	1
86752	2018.08.19. 10:32:41	10	6	6/9	Diab.virg/5	V344	52	30,92	1	0	0	0	3222	2897	0	0	3222	2897	1	0	0	0	0	0	6120	425,3	1
86779	2018.08.19. 10:04:08	10	4	4/15	Diab.virg/3	V330	50	33,11	6	0	0	0	938	924	0	8	938	924	8	6	0	0	0	0	1876	36,1	0
86669	2018.08.19. 09:42:21	9	5	5/9	Diab.virg/4	V310	54	28,04	0	852	1483	0	0	0	0	0	1483	852	0	0	0	0	0	0	2335	12,3	1
86668	2018.08.19. 09:30:02	9	5	5/9	Diab.virg/4	V310	54	27,56	0	0	0	2479	583	0	0	0	2479	583	0	0	0	0	0	0	3062	4,1	1
86778	2018.08.19. 09:28:03	9	4	4/15	Diab.virg/3	V330	51	31,84	218	597	874	1388	1962	683	385	155	1962	1388	874	683	597	385	218	155	6262	32,5	0
86667	2018.08.19. 09:25:56	9	5	5/9	Diab.virg/4	V310	54	27,37	0	0	1734	1066	0	0	0	0	1734	1066	0	0	0	0	0	0	2800	25,7	1
86665	2018.08.19. 09:00:13	9	5	5/8	Diab.virg/4	V310	54	26,01	0	0	1587	0	0	0	0	1	1587	1	0	0	0	0	0	0	1588	29,6	1
86777	2018.08.19. 08:55:33	8	4	4/14	Diab.virg/3	V330	51	31,71	0	0	0	0	249	2181	3324	1352	3324	2181	1352	249	0	0	0	0	7106	37,4	0
86664	2018.08.19. 08:30:38	8	5	5/8	Diab.virg/4	V310	54	23,82	0	0	0	3	1630	0	0	0	1630	3	0	0	0	0	0	0	1633	89,6	1
86776	2018.08.19. 08:18:10	8	4	4/14	Diab.virg/3	V330	52	29,37	0	0	0	475	1290	0	0	0	1290	475	0	0	0	0	0	0	1765	13,9	0
86775	2018.08.19. 08:04:16	8	4	4/14	Diab.virg/3	V330	52	27,82	4	8	11	1	0	0	1668	0	1668	11	8	4	1	0	0	0	1692	51,5	0
86774	2018.08.19. 07:12:46	7	4	4/14	Diab.virg/3	V330	52	21,38	4	6	0	1051	0	1	4	2	1051	6	4	4	2	1	0	0	1068	553,8	0
86663	2018.08.19. 07:01:04	7	5	5/8	Diab.virg/4	V310	54	17,43	622	1037	1539	1726	1466	1613	1473	798	1726	1613	1539	1473	1466	1037	798	622	10274	476,3	0
86751	2018.08.19. 03:27:25	3	6	6/8	Diab.virg/5	V344	52	16,96	2	4	6	7	2587	1047	1	0	2587	1047	7	6	4	2	1	0	3654	579,9	1
86247	2018.08.18. 23:04:48	23	5	5/8	Diab.virg/4	V310	53	18,74	3	2	0	17	2624	177	0	1	2624	177	17	3	2	1	0	0	2824	121,2	1
86450	2018.08.18. 21:59:00	21	4	4/14	Diab.virg/3	V330	49	18,59	4	3	2	18	1748	0	2	1	1748	18	4	3	2	2	1	0	1778	34,5	0
86449	2018.08.18. 21:24:29	21	4	4/14	Diab.virg/3	V330	49	19,33	6	6	4	3	5	2	1673	94	1673	94	6	6	5	4	3	2	1793	30,9	0
86246	2018.08.18. 21:03:37	21	5	5/8	Diab.virg/4	V310	53	21,32	2	1	50	1339	1260	63	0	0	1339	1260	63	50	2	1	0	0	2715	115,5	1
86448	2018.08.18. 20:53:36	20	4	4/14	Diab.virg/3	V330	49	20,22	6	6	7	5	3	67	2359	55	2359	67	55	7	6	6	5	3	2508	129,6	0
86245	2018.08.18. 19:08:05	19	5	5/8	Diab.virg/4	V310	53	31,48	0	16	2277	862	0	0	1	0	2277	862	16	1	0	0	0	0	3156	18,2	1
86244	2018.08.18. 18:49:52	18	5	5/8	Diab.virg/4	V310	53	32,77	2	1	0	0	0	2407	0	5	2407	5	2	1	0	0	0	0	2415	120,5	1
86447	2018.08.18. 18:44:01	18	4	4/14	Diab.virg/3	V330	47	30,82	3	4	3	1	0	440	3290	104	3290	440	104	4	3	3	1	0	3845	1	0
86446	2018.08.18. 18:42:59	18	4	4/14	Diab.virg/3	V330	47	30,82	0	157	2016	8	7	9	7	5	2016	157	9	8	7	7	5	0	2209	34,1	0
86445	2018.08.18. 18:08:52	18	4	4/14	Diab.virg/3	V330	47	33,81	0	2648	613	0	2	4	5	4	2648	613	5	4	4	2	0	0	3276	57,6	0
86256	2018.08.18. 17:47:34	17	6	6/8	Diab.virg/5	V344	51	31,78	0	0	0	0	0	1733	697	0	1733	697	0	0	0	0	0	0	2430	29,3	1
86255	2018.08.18. 17:18:19	17	6	6/8	Diab.virg/5	V344	51	31,35	0	170	2426	2719	0	0	0	0	2719	2426	170	0	0	0	0	0	5315	3,5	1
86254	2018.08.18. 17:14:48	17	6	6/8	Diab.virg/5	V344	51	31,26	0	0	2	146	1453	1534	56	0	1534	1453	146	56	2	0	0	0	3191	3,9	1
86444	2018.08.18. 17:11:16	17	4	4/14	Diab.virg/3	V330	47	33,7	11	2	0	883	0	0	5	0	883	11	5	2	0	0	0	0	901	29,5	0
86253	2018.08.18. 17:10:56	17	6	6/8	Diab.virg/5	V344	51	31,16	0	0	0	0	74	3517	1106	0	3517	1106	74	0	0	0	0	0	4697	44,7	1
86243	2018.08.18. 16:49:22	16	5	5/8	Diab.virg/4	V310	55	33,83	3	0	0	2765	0	17	4	5	2765	17	5	4	3	0	0	0	2794	50,3	1
86443	2018.08.18. 16:41:45	16	4	4/14	Diab.virg/3	V330	47	33,49	0	0	3174	1178	3	5	10	5	3174	1178	10	5	5	3	0	0	4375	36	1
86252	2018.08.18. 16:26:15	16	6	6/8	Diab.virg/5	V344	51	30,3	0	0	2352	2181	0	0	3	3	2352	2181	3	3	0	0	0	0	4539	19,2	1
86241	2018.08.18. 16:07:01	16	6	6/8	Diab.virg/5	V344	51	30,11	0	0	0	0	0	2635	98	0	2635	98	0	0	0	0	0	0	2733	13,6	1
86442	2018.08.18. 16:05:46	16	4	4/14	Diab.virg/3	V330	47	33,3	1	0	1	0	2	0	727	745	745	727	2	1	1	0	0	0	1476	34,5	0
86242	2018.08.18. 15:59:04	15	5	5/8	Diab.virg/4	V310	53	31,35	15	57	277	781	1849	982	1671	470	1849	1671	982	781	470	277	57	15	6102	22,3	0
86240	2018.08.18. 15:53:23	15	6	6/8	Diab.virg/5	V344	51	30,12	0	21	517	2783	491	3	3	0	2783	517	491	21	3	3	0	0	3818	4,3	1
86239	2018.08.18. 15:49:08	15	6	6/8	Diab.virg/5	V344	51	30,2	0	0	51	652	2831	163	0	0	2831	652	163	51	0	0	0	0	3697	15,7	1
86232	2018.08.18. 15:36:46	15	5	5/8	Diab.virg/4	V310	54	31,7	0	1930	0	0	0	0	0	0	1930	0	0	0	0	0	0	0	1930	201,7	1
86238	2018.08.18. 15:33:24	15	6	6/8	Diab.virg/5	V344	51	30,37	0	0	139	2504	2916	0	0	1	2916	2504	139	1	0	0	0	0	5560	1,7	1
86237	2018.08.18. 15:31:44	15	6	6/8	Diab.virg/5	V344	51	30,31	0	0	0	2037	1631	0	0	0	2037	1631	0	0	0	0	0	0	3668	7,3	1
86441	2018.08.18. 15:31:14	15	4	4/14	Diab.virg/3	V330	48	33,71	5	2	0	1838	580	33	13	1	1838	580	33	13	5	2	1	0	2472	3,2	1
86440	2018.08.18. 15:28:04	15	4	4/14	Diab.virg/3	V330	48	33,67	0	200	1031	5	2	5	5	3	1031	200	5	5	5	3	2	0	1251	74,8	1
86236	2018.08.18. 15:24:26	15	6	6/8	Diab.virg/5	V344	51	30,32	1	3	0	0	0	1551	2145	0	2145	1551	3	1	0	0	0	0	3700	3,1	1
86235	2018.08.18. 15:21:21	15	6	6/8	Diab.virg/5	V344	51	30,34	5	3	0	0	61	3381	0	0	3381	61	5	3	0	0	0	0	3450	400,5	1
86439	2018.08.18. 14:13:15	14	4	4/14	Diab.virg/3	V330	47	39,74	3	4	4	2	2	0	462	967	967	462	4	4	3	2	2	0	1444	8,1	0
86438	2018.08.18. 14:05:12	14	4	4/14	Diab.virg/3	V330	47	41,12	3	1	0	0	84	2308	0	4	2308	84	4	3	1	0	0	0	2400	96,3	0
86437	2018.08.18. 12:28:56	12	4	4/14	Diab.virg/3	V330	48	45,07	4	0	0	0	842	0	0	14	842	14	4	0	0	0	0	0	860	39,1	0
86231	2018.08.18. 12:15:07	12	5	5/8	Diab.virg/4	V310	55	36,09	831	1111	1411	1504	1340	1271	1317	1013	1504	1411	1340	1317	1271	1111	1013	831	9798	31,1	0
86436	2018.08.18. 11:49:50	11	4	4/14	Diab.virg/3	V330	49	43,78	181	322	927	957	650	470	164	75	957	927	650	470	322	181	164	75	3746	93,8	0
86230	2018.08.18. 11:43:58	11	5	5/8	Diab.virg/4	V310	54	32,65	1540	2146	2536	2542	2474	2393	2423	1818	2542	2536	2474	2423	2393	2146	1818	1540	17872	23,6	0
86229	2018.08.18. 11:20:19	11	5	5/8	Diab.virg/4	V310	54	29,88	891	1215	1674	1707	1422	1337	1475	1236	1707	1674	1475	1422	1337	1236	1215	891	10957	48,6	0
86228	2018.08.18. 10:31:41	10	5	5/8	Diab.virg/4	V310	54	29,45	733	1149	1466	1585	1473	1474	1474	1154	1585	1474	1474	1473	1466	1154	1149	733	10508	78,4	0
86435	2018.08.18. 10:16:02	10	4	4/14	Diab.virg/3	V330	51	38,25	0	0	0	959	0	0	2	3	959	3	2	0	0	0	0	0	964	11,9	0
86434	2018.08.18. 10:04:09	10	4	4/14	Diab.virg/3	V330	51	37,23	0	0	444	964	0	0	0	3	964	444	3	0	0	0	0	0	1411	85,8	0
86227	2018.08.18. 09:13:15	9	5	5/8	Diab.virg/4	V310	54	26,03	0	0	1022	1460	0	0	0	0	1460	1022	0	0	0	0	0	0	2482	36	1
86234	2018.08.18. 08:40:53	8	6	6/7	Diab.virg/5	V344	52	24,13	1	0	0	2137	2118	0	0	1	2137	2118	1	1	0	0	0	0	4257	609,2	1
86433	2018.08.18. 08:38:21	8	4	4/13	Diab.virg/3	V330	53	31,45	3	3	0	0	0	0	0	1969	1969	3	3	0	0	0	0	0	1975	5,2	0
86226	2018.08.18. 08:37:15	8	5	5/7	Diab.virg/4	V310	54	23,76	0	0	0	163	1527	40	0	0	1527	163	40	0	0	0	0	0	1730	829,4	1
86432	2018.08.18. 08:33:09	8	4	4/13	Diab.virg/3	V330	53	30,82	2016	439	0	0	2	1	3	2	2016	439	3	2	2	1	0	0	2463	19,1	0
86431	2018.08.18. 08:14:03	8	4	4/13	Diab.virg/3	V330	54	29,57	0	0	0	0	171	2586	2128	32	2586	2128	171	32	0	0	0	0	4917	13,7	1
86430	2018.08.18. 08:00:20	8	4	4/13	Diab.virg/3	V330	54	27,47	0	0	0	1018	3814	1764	229	0	3814	1764	1018	229	0	0	0	0	6825	819,5	1
85975	2018.08.17. 22:31:40	22	6	6/7	Diab.virg/5	V344	51	18,57	0	0	148	2239	2123	0	0	0	2239	2123	148	0	0	0	0	0	4510	344,5	1
85969	2018.08.17. 18:47:51	18	5	5/6	Diab.virg/4	V310	53	33,94	0	0	1233	0	0	0	0	0	1233	0	0	0	0	0	0	0	1233	72,8	1
86101	2018.08.17. 18:20:53	18	4	4/12	Diab.virg/3	V330	48	33,62	0	1	0	1019	914	0	1	3	1019	914	3	1	1	0	0	0	1938	40,7	1
86100	2018.08.17. 17:40:09	17	4	4/12	Diab.virg/3	V330	47	34,23	0	0	1396	7	4	2	1	2	1396	7	4	2	2	1	0	0	1412	51,6	0
85968	2018.08.17. 17:35:04	17	5	5/6	Diab.virg/4	V310	54	35	0	0	0	466	1241	0	0	0	1241	466	0	0	0	0	0	0	1707	57,3	1
86099	2018.08.17. 16:48:31	16	4	4/12	Diab.virg/3	V330	49	34,16	0	1	1	591	999	20	4	5	999	591	20	5	4	1	1	0	1621	5,4	1
85974	2018.08.17. 16:47:10	16	6	6/6	Diab.virg/5	V344	50	31,21	0	0	0	72	2549	1014	0	0	2549	1014	72	0	0	0	0	0	3635	1,5	1
85973	2018.08.17. 16:45:39	16	6	6/6	Diab.virg/5	V344	50	31,21	0	0	1	0	20	2773	0	0	2773	20	1	0	0	0	0	0	2794	11,1	1
86098	2018.08.17. 16:43:08	16	4	4/12	Diab.virg/3	V330	48	34,37	1	0	241	1555	3	8	4	2	1555	241	8	4	3	2	1	0	1814	84,2	0
85967	2018.08.17. 16:37:47	16	5	5/6	Diab.virg/4	V310	53	35,31	0	873	1553	137	0	0	0	0	1553	873	137	0	0	0	0	0	2563	51,3	1
85972	2018.08.17. 16:34:31	16	6	6/6	Diab.virg/5	V344	50	31,31	0	0	939	4420	2446	0	0	0	4420	2446	939	0	0	0	0	0	7805	28,7	1
85971	2018.08.17. 16:05:51	16	6	6/6	Diab.virg/5	V344	50	31,87	2	2	2	0	0	2540	2066	0	2540	2066	2	2	2	0	0	0	4612	36	1
85966	2018.08.17. 15:46:28	15	5	5/6	Diab.virg/4	V310	53	35,35	1	1	0	0	0	2217	0	0	2217	1	1	0	0	0	0	0	2219	28,2	1
85951	2018.08.17. 15:29:49	15	6	6/6	Diab.virg/5	V344	49	32,04	2	1	0	2	0	738	3722	0	3722	738	2	2	1	0	0	0	4465	94,7	1
86097	2018.08.17. 15:18:57	15	4	4/12	Diab.virg/3	V330	48	36,94	4	4	7	5	0	1751	25	0	1751	25	7	5	4	4	0	0	1796	28,5	0
85965	2018.08.17. 15:18:14	15	5	5/6	Diab.virg/4	V310	53	36,45	0	0	0	0	1019	1768	0	0	1768	1019	0	0	0	0	0	0	2787	65	1
86096	2018.08.17. 14:50:24	14	4	4/12	Diab.virg/3	V330	48	38,66	3	3	3	6	2	1	1201	4	1201	6	4	3	3	3	2	1	1223	17,6	0
86095	2018.08.17. 14:32:46	14	4	4/12	Diab.virg/3	V330	47	40,76	4	0	1	0	1789	118	20	12	1789	118	20	12	4	1	0	0	1944	31,5	1
85964	2018.08.17. 14:13:14	14	5	5/6	Diab.virg/4	V310	54	37,68	0	18	43	30	35	333	2681	1	2681	333	43	35	30	18	1	0	3141	25,8	1
86094	2018.08.17. 14:01:16	14	4	4/12	Diab.virg/3	V330	49	40,03	1	0	0	0	3141	111	187	59	3141	187	111	59	1	0	0	0	3499	112,4	0
